Treads|Execution Time|Time|Energy|CO2eq|travelled
2|4,74712|0:00:05|0,0003|0,0494|0,0005
4|1,38230|0:00:01|0,0001|0,0166|0,0002
6|1,41761|0:00:01|0,0001|0,0176|0,0002
8|1,14487|0:00:01|0,0001|0,0152|0,0001
10|0,87438|0:00:01|0,0001|0,0120|0,0001
12|0,70516|0:00:01|0,0000|0,0000|0,0000
14|0,54256|0:00:01|0,0000|0,0000|0,0000
16|0,33780|0:00:00|0,0000|0,0000|0,0000
18|0,18439|0:00:00|0,0000|0,0000|0,0000
20|0,14911|0:00:00|0,0000|0,0000|0,0000
22|0,14755|0:00:00|0,0000|0,0000|0,0000
24|0,14274|0:00:00|0,0000|0,0000|0,0000
26|0,32260|0:00:00|0,0000|0,0000|0,0000
28|0,31631|0:00:00|0,0000|0,0000|0,0000
30|0,27515|0:00:00|0,0000|0,0000|0,0000
32|0,33408|0:00:00|0,0000|0,0000|0,0000
34|0,23874|0:00:00|0,0000|0,0000|0,0000
36|0,18391|0:00:00|0,0000|0,0000|0,0000
38|0,17633|0:00:00|0,0000|0,0000|0,0000
40|0,15870|0:00:00|0,0000|0,0000|0,0000
42|0,16032|0:00:00|0,0000|0,0000|0,0000
44|0,15687|0:00:00|0,0000|0,0000|0,0000
46|0,15858|0:00:00|0,0000|0,0000|0,0000
48|0,15759|0:00:00|0,0000|0,0000|0,0000
