Treads|Execution Time|Time|Energy|CO2eq|travelled
2|2,73911|0:00:03|0,0002|0,0973|0,0009
4|1,16410|0:00:01|0,0001|0,0465|0,0004
6|0,80319|0:00:01|0,0000|0,0000|0,0000
8|0,67768|0:00:01|0,0000|0,0000|0,0000
10|0,60095|0:00:01|0,0000|0,0000|0,0000
12|0,50789|0:00:01|0,0000|0,0000|0,0000
14|0,50375|0:00:01|0,0000|0,0000|0,0000
16|0,44318|0:00:00|0,0000|0,0000|0,0000
18|0,48229|0:00:00|0,0000|0,0000|0,0000
20|0,57884|0:00:01|0,0000|0,0000|0,0000
22|0,51887|0:00:01|0,0000|0,0000|0,0000
24|0,36853|0:00:00|0,0000|0,0000|0,0000
26|0,53336|0:00:01|0,0000|0,0000|0,0000
28|0,54772|0:00:01|0,0000|0,0000|0,0000
30|0,49330|0:00:01|0,0000|0,0220|0,0002
32|0,46292|0:00:00|0,0000|0,0000|0,0000
34|0,54445|0:00:01|0,0000|0,0000|0,0000
36|0,57334|0:00:01|0,0000|0,0000|0,0000
38|0,70857|0:00:01|0,0000|0,0000|0,0000
40|0,60969|0:00:01|0,0000|0,0000|0,0000
42|0,58371|0:00:01|0,0000|0,0000|0,0000
44|0,49938|0:00:01|0,0000|0,0000|0,0000
46|0,54274|0:00:01|0,0000|0,0000|0,0000
48|0,54190|0:00:01|0,0000|0,0000|0,0000
