Treads,time_seconds,Time,Energy,CO2eq,travelled
2,111.14,0:01:58,0.0042,1.9833,0.0184
4,68.36,0:01:12,0.0028,1.3343,0.0124
6,54.61,0:00:57,0.0025,1.1712,0.0109
8,48.60,0:00:51,0.0024,1.1480,0.0107
10,48.07,0:00:50,0.0026,1.2123,0.0113
12,39.51,0:00:41,0.0025,1.1841,0.0110
14,33.49,0:00:35,0.0023,1.0805,0.0101
16,28.88,0:00:30,0.0021,0.9900,0.0092
18,26.11,0:00:27,0.0020,0.9556,0.0089
20,23.65,0:00:25,0.0020,0.9338,0.0087
22,29.68,0:00:31,0.0022,1.0641,0.0099
24,29.24,0:00:30,0.0022,1.0523,0.0098
26,29.23,0:00:30,0.0022,1.0584,0.0098
28,30.57,0:00:32,0.0023,1.0883,0.0101
30,32.00,0:00:33,0.0024,1.1247,0.0105
32,29.68,0:00:31,0.0023,1.0844,0.0101
34,28.33,0:00:29,0.0022,1.0564,0.0098
36,26.93,0:00:28,0.0022,1.0334,0.0096
38,25.59,0:00:26,0.0021,1.0172,0.0095
40,24.24,0:00:25,0.0021,0.9941,0.0092
