Threads,time_seconds,Time,Energy,CO2eq,travelled
2,128.49,0:02:15,0.0037,0.5280,0.0049
4,71.55,0:01:15,0.0023,0.3208,0.0030
6,54.16,0:00:57,0.0018,0.2600,0.0024
8,50.13,0:00:52,0.0018,0.2545,0.0024
10,63.71,0:01:06,0.0021,0.3031,0.0028
12,55.84,0:00:58,0.0020,0.2767,0.0026
14,52.34,0:00:54,0.0019,0.2643,0.0025
16,52.77,0:00:54,0.0019,0.2720,0.0025
