Treads|Time|Energy|CO2eq|travelled
2|0:01:32|0,0069|3,2669|0,0304
4|0:00:54|0,0043|2,0385|0,0190
6|0:00:44|0,0038|1,7829|0,0166
8|0:00:43|0,0038|1,8232|0,0170
10|0:00:42|0,0039|1,8647|0,0173
12|0:00:44|0,0042|1,9996|0,0186
14|0:00:44|0,0043|2,0458|0,0190
16|0:00:47|0,0048|2,2730|0,0211
18|0:00:51|0,0052|2,4924|0,0232
20|0:00:52|0,0055|2,6027|0,0242
22|0:00:57|0,0061|2,9130|0,0271
24|0:00:55|0,0060|2,8504|0,0265
26|0:01:03|0,0068|3,2473|0,0302
28|0:01:03|0,0069|3,2661|0,0304
30|0:01:06|0,0073|3,4486|0,0321
32|0:01:16|0,0083|3,9448|0,0367
34|0:01:14|0,0081|3,8344|0,0357
36|0:01:14|0,0081|3,8603|0,0359
38|0:01:15|0,0083|3,9306|0,0366
40|0:01:20|0,0088|4,1999|0,0391
42|0:01:19|0,0087|4,1527|0,0386
44|0:01:26|0,0096|4,5478|0,0423
46|0:01:27|0,0097|4,5932|0,0427
48|0:01:31|0,0101|4,7801|0,0445
