Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,srad,41153.574,0:00:41,0.0011,0.1116,0.0010
4,srad,19761.065,0:00:20,0.0007,0.0705,0.0007
6,srad,14190.128,0:00:14,0.0006,0.0620,0.0006
8,srad,11546.472,0:00:12,0.0006,0.0579,0.0005
10,srad,9847.033,0:00:10,0.0006,0.0553,0.0005
12,srad,8849.711,0:00:09,0.0005,0.0534,0.0005
14,srad,8486.031,0:00:08,0.0006,0.0566,0.0005
16,srad,8383.695,0:00:08,0.0006,0.0591,0.0005
18,srad,8599.439,0:00:09,0.0006,0.0625,0.0006
20,srad,10598.623,0:00:11,0.0008,0.0741,0.0007
22,srad,10328.565,0:00:10,0.0008,0.0749,0.0007
24,srad,9814.198,0:00:10,0.0008,0.0738,0.0007
26,srad,9611.722,0:00:10,0.0008,0.0751,0.0007
28,srad,9394.463,0:00:09,0.0008,0.0759,0.0007
30,srad,9292.317,0:00:09,0.0008,0.0777,0.0007
32,srad,9275.674,0:00:09,0.0008,0.0793,0.0007
