Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,kmeans,105434.783,0:01:45,0.0029,1.3756,0.0128
4,kmeans,57339.572,0:00:57,0.0020,0.9743,0.0091
6,kmeans,39808.346,0:00:40,0.0017,0.8415,0.0078
8,kmeans,29551.457,0:00:30,0.0015,0.7320,0.0068
10,kmeans,24102.324,0:00:24,0.0014,0.6898,0.0064
12,kmeans,20258.311,0:00:20,0.0014,0.6593,0.0061
14,kmeans,16898.627,0:00:17,0.0012,0.5975,0.0056
16,kmeans,14693.812,0:00:15,0.0012,0.5830,0.0054
18,kmeans,13438.870,0:00:13,0.0012,0.5837,0.0054
20,kmeans,12249.377,0:00:12,0.0012,0.5635,0.0052
22,kmeans,11259.086,0:00:11,0.0011,0.5499,0.0051
24,kmeans,10186.825,0:00:10,0.0011,0.5193,0.0048
26,kmeans,9579.238,0:00:10,0.0011,0.5197,0.0048
28,kmeans,8899.196,0:00:09,0.0010,0.4962,0.0046
30,kmeans,8183.171,0:00:08,0.0010,0.4820,0.0045
32,kmeans,7816.070,0:00:08,0.0010,0.4824,0.0045
