Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,backprop,16257.796,0:00:16,0.0004,0.0397,0.0004
4,backprop,13965.224,0:00:14,0.0004,0.0359,0.0003
6,backprop,13314.372,0:00:13,0.0004,0.0346,0.0003
8,backprop,12721.351,0:00:13,0.0003,0.0324,0.0003
10,backprop,12996.493,0:00:13,0.0003,0.0326,0.0003
12,backprop,12729.858,0:00:13,0.0003,0.0325,0.0003
14,backprop,12787.953,0:00:13,0.0003,0.0328,0.0003
16,backprop,12458.978,0:00:12,0.0003,0.0326,0.0003
18,backprop,12191.186,0:00:12,0.0003,0.0327,0.0003
20,backprop,12238.431,0:00:12,0.0003,0.0330,0.0003
22,backprop,12439.080,0:00:12,0.0003,0.0335,0.0003
24,backprop,12368.298,0:00:12,0.0003,0.0334,0.0003
26,backprop,12413.871,0:00:12,0.0003,0.0336,0.0003
28,backprop,12126.116,0:00:12,0.0003,0.0334,0.0003
30,backprop,12224.395,0:00:12,0.0003,0.0334,0.0003
32,backprop,12278.847,0:00:12,0.0003,0.0332,0.0003
