Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,cfd,45277.270,0:00:45,0.0013,0.6035,0.0056
4,cfd,23297.176,0:00:23,0.0009,0.4140,0.0039
6,cfd,15762.459,0:00:16,0.0007,0.3544,0.0033
8,cfd,12126.364,0:00:12,0.0007,0.3209,0.0030
10,cfd,9929.635,0:00:10,0.0006,0.3009,0.0028
12,cfd,8414.465,0:00:08,0.0006,0.2883,0.0027
14,cfd,7285.080,0:00:07,0.0006,0.2723,0.0025
16,cfd,6512.156,0:00:07,0.0006,0.2673,0.0025
18,cfd,6733.514,0:00:07,0.0006,0.2768,0.0026
20,cfd,6270.254,0:00:06,0.0006,0.2721,0.0025
22,cfd,5742.681,0:00:06,0.0005,0.2642,0.0025
24,cfd,5306.768,0:00:05,0.0005,0.2500,0.0023
26,cfd,5017.034,0:00:05,0.0005,0.2275,0.0021
28,cfd,4720.447,0:00:05,0.0005,0.2369,0.0022
30,cfd,4479.530,0:00:04,0.0005,0.2344,0.0022
32,cfd,4271.294,0:00:04,0.0005,0.2322,0.0022
