Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,leukocyte,292439.327,0:04:52,0.0085,0.8395,0.0078
4,leukocyte,154955.196,0:02:35,0.0061,0.5956,0.0055
6,leukocyte,104807.918,0:01:45,0.0052,0.5092,0.0047
8,leukocyte,89980.932,0:01:30,0.0049,0.4810,0.0045
10,leukocyte,71453.541,0:01:11,0.0045,0.4461,0.0041
12,leukocyte,55021.502,0:00:55,0.0042,0.4161,0.0039
14,leukocyte,54528.690,0:00:55,0.0042,0.4149,0.0039
16,leukocyte,53734.662,0:00:54,0.0042,0.4095,0.0038
18,leukocyte,40081.888,0:00:40,0.0039,0.3815,0.0035
20,leukocyte,37929.244,0:00:38,0.0038,0.3760,0.0035
22,leukocyte,37826.502,0:00:38,0.0038,0.3708,0.0034
24,leukocyte,37805.895,0:00:38,0.0037,0.3669,0.0034
26,leukocyte,37950.792,0:00:38,0.0037,0.3641,0.0034
28,leukocyte,37959.496,0:00:38,0.0037,0.3600,0.0033
30,leukocyte,37250.285,0:00:37,0.0036,0.3539,0.0033
32,leukocyte,36750.144,0:00:37,0.0035,0.3454,0.0032
