Treads,time_seconds,Time,Energy,CO2eq,travelled
2,315.74,0:05:18,0.0088,4.1858,0.0389
4,173.13,0:02:55,0.0054,2.5585,0.0238
6,144.04,0:02:25,0.0049,2.3073,0.0215
8,147.10,0:02:28,0.0052,2.4505,0.0228
10,185.78,0:03:07,0.0061,2.8930,0.0269
12,172.02,0:02:53,0.0058,2.7632,0.0257
14,170.08,0:02:51,0.0059,2.7809,0.0259
16,176.57,0:02:58,0.0062,2.9234,0.0272
