Treads|Time|Energy|CO2eq|travelled
2|0:05:18|0,0088|4,1676|0,0388
4|0:02:54|0,0053|2,5300|0,0235
6|0:02:24|0,0048|2,2870|0,0213
8|0:02:28|0,0051|2,4442|0,0227
10|0:03:08|0,0061|2,9051|0,0270
12|0:02:54|0,0058|2,7628|0,0257
14|0:02:52|0,0059|2,7910|0,0260
16|0:02:58|0,0062|2,9231|0,0272
