Treads|Time|Energy|CO2eq|travelled
2|0:02:47|0,0065|3,1034|0,0289
4|0:02:01|0,0050|2,3921|0,0223
6|0:01:01|0,0028|1,3385|0,0125
8|0:00:48|0,0023|1,1002|0,0102
10|0:00:39|0,0020|0,9399|0,0087
12|0:00:34|0,0018|0,8621|0,0080
14|0:00:29|0,0017|0,7980|0,0074
16|0:00:26|0,0016|0,7454|0,0069
18|0:00:23|0,0015|0,7027|0,0065
20|0:00:22|0,0014|0,6777|0,0063
22|0:00:20|0,0014|0,6617|0,0062
24|0:00:19|0,0014|0,6638|0,0062
26|0:00:18|0,0013|0,6301|0,0059
28|0:00:19|0,0014|0,6835|0,0064
30|0:00:18|0,0014|0,6816|0,0063
32|0:00:15|0,0012|0,5936|0,0055
34|0:00:14|0,0012|0,5686|0,0053
36|0:00:13|0,0012|0,5611|0,0052
38|0:00:13|0,0012|0,5659|0,0053
40|0:00:12|0,0011|0,5121|0,0048
42|0:00:13|0,0013|0,5945|0,0055
44|0:00:11|0,0010|0,4859|0,0045
46|0:00:15|0,0014|0,6794|0,0063
48|0:00:15|0,0014|0,6663|0,0062
50|0:00:15|0,0014|0,6605|0,0061
52|0:00:14|0,0014|0,6467|0,0060
54|0:00:14|0,0013|0,6338|0,0059
56|0:00:14|0,0013|0,6220|0,0058
58|0:00:13|0,0013|0,6090|0,0057
60|0:00:13|0,0013|0,6014|0,0056
62|0:00:13|0,0013|0,5966|0,0055
64|0:00:13|0,0013|0,5964|0,0055
66|0:00:13|0,0013|0,6233|0,0058
68|0:00:12|0,0012|0,5733|0,0053
70|0:00:12|0,0011|0,5370|0,0050
72|0:00:12|0,0011|0,5353|0,0050
74|0:00:11|0,0011|0,5193|0,0048
76|0:00:11|0,0011|0,5103|0,0047
78|0:00:11|0,0010|0,4984|0,0046
80|0:00:10|0,0010|0,4943|0,0046
82|0:00:10|0,0010|0,4964|0,0046
84|0:00:10|0,0010|0,4876|0,0045
86|0:00:10|0,0010|0,4760|0,0044
88|0:00:10|0,0010|0,4609|0,0043
