Threads,time_seconds,Time,Energy,CO2eq,travelled
2,44.30791,0:00:44,0.0014,0.6691,0.0062
4,23.52927,0:00:24,0.0010,0.4650,0.0043
6,17.55350,0:00:18,0.0007,0.3381,0.0031
8,15.19319,0:00:15,0.0006,0.3003,0.0028
10,13.27672,0:00:13,0.0006,0.2846,0.0026
12,12.75089,0:00:13,0.0006,0.2881,0.0027
14,12.42096,0:00:12,0.0006,0.2935,0.0027
16,12.20291,0:00:12,0.0006,0.3020,0.0028
18,12.17759,0:00:12,0.0006,0.3000,0.0028
20,11.63043,0:00:12,0.0003,0.1466,0.0014
22,11.49383,0:00:12,0.0003,0.1545,0.0014
24,11.55269,0:00:12,0.0003,0.1559,0.0015
26,12.02152,0:00:12,0.0006,0.3062,0.0028
28,12.12719,0:00:12,0.0006,0.3081,0.0029
30,11.47517,0:00:12,0.0003,0.1564,0.0015
32,12.13727,0:00:12,0.0007,0.3171,0.0030
34,11.54174,0:00:12,0.0003,0.1583,0.0015
36,11.54703,0:00:12,0.0003,0.1587,0.0015
38,12.31305,0:00:12,0.0007,0.3158,0.0029
40,12.29700,0:00:12,0.0007,0.3249,0.0030
