Treads|Time|Energy|CO2eq|travelled
2|0:00:46|0,0015|0,7349|0,0068
4|0:00:25|0,0010|0,4752|0,0044
6|0:00:18|0,0007|0,3279|0,0030
8|0:00:15|0,0006|0,3069|0,0029
10|0:00:14|0,0006|0,2955|0,0027
12|0:00:12|0,0006|0,2771|0,0026
14|0:00:11|0,0003|0,1505|0,0014
16|0:00:12|0,0006|0,2896|0,0027
18|0:00:11|0,0003|0,1535|0,0014
20|0:00:12|0,0006|0,3028|0,0028
22|0:00:12|0,0003|0,1578|0,0015
24|0:00:12|0,0006|0,3015|0,0028
26|0:00:12|0,0007|0,3119|0,0029
28|0:00:12|0,0003|0,1558|0,0014
30|0:00:11|0,0003|0,1552|0,0014
32|0:00:12|0,0007|0,3162|0,0029
34|0:00:12|0,0007|0,3178|0,0030
36|0:00:12|0,0007|0,3213|0,0030
38|0:00:12|0,0003|0,1593|0,0015
40|0:00:12|0,0007|0,3198|0,0030
