Treads|Time|Energy|CO2eq|travelled
2|0:00:44|0,0016|0,7517|0,0070
4|0:00:23|0,0010|0,4551|0,0042
6|0:00:18|0,0007|0,3451|0,0032
8|0:00:15|0,0006|0,3022|0,0028
10|0:00:13|0,0006|0,2827|0,0026
12|0:00:13|0,0006|0,2871|0,0027
14|0:00:13|0,0006|0,2860|0,0027
16|0:00:12|0,0003|0,1575|0,0015
18|0:00:12|0,0006|0,2971|0,0028
20|0:00:11|0,0003|0,1486|0,0014
22|0:00:12|0,0006|0,2677|0,0025
24|0:00:12|0,0006|0,3084|0,0029
26|0:00:11|0,0003|0,1500|0,0014
28|0:00:12|0,0007|0,3088|0,0029
30|0:00:12|0,0007|0,3124|0,0029
32|0:00:11|0,0003|0,1491|0,0014
34|0:00:12|0,0007|0,3149|0,0029
36|0:00:12|0,0003|0,1560|0,0015
38|0:00:12|0,0007|0,3192|0,0030
40|0:00:12|0,0003|0,1568|0,0015
