Treads|Time|Energy|CO2eq|travelled
2|0:00:47|0,0016|0,7392|0,0069
4|0:00:24|0,0010|0,4597|0,0043
6|0:00:18|0,0007|0,3456|0,0032
8|0:00:15|0,0007|0,3107|0,0029
10|0:00:14|0,0006|0,2918|0,0027
12|0:00:13|0,0006|0,2899|0,0027
14|0:00:13|0,0006|0,2836|0,0026
16|0:00:12|0,0003|0,1555|0,0014
18|0:00:12|0,0003|0,1550|0,0014
20|0:00:12|0,0007|0,3145|0,0029
22|0:00:11|0,0003|0,1516|0,0014
24|0:00:12|0,0003|0,1554|0,0014
26|0:00:11|0,0003|0,1511|0,0014
28|0:00:11|0,0003|0,1548|0,0014
30|0:00:11|0,0003|0,1584|0,0015
32|0:00:12|0,0003|0,1638|0,0015
34|0:00:12|0,0007|0,3204|0,0030
36|0:00:12|0,0003|0,1579|0,0015
38|0:00:12|0,0007|0,3160|0,0029
40|0:00:12|0,0007|0,3259|0,0030
