Treads,time_seconds,Time,Energy,CO2eq,travelled
2,90.68564,0:01:31,0.0068,0.9615,0.0089
4,51.06038,0:00:51,0.0041,0.5764,0.0054
6,45.59594,0:00:46,0.0039,0.5492,0.0051
8,44.65309,0:00:45,0.0039,0.5537,0.0052
10,45.01127,0:00:45,0.0041,0.5817,0.0054
12,44.75317,0:00:45,0.0042,0.5918,0.0055
14,44.80429,0:00:45,0.0043,0.6100,0.0057
16,43.94068,0:00:44,0.0044,0.6169,0.0057
18,42.86057,0:00:43,0.0044,0.6189,0.0058
20,43.31974,0:00:43,0.0045,0.6351,0.0059
22,42.31386,0:00:42,0.0044,0.6264,0.0058
24,41.39496,0:00:41,0.0044,0.6262,0.0058
26,44.05129,0:00:44,0.0046,0.6519,0.0061
28,43.73066,0:00:44,0.0045,0.6422,0.0060
30,43.96801,0:00:44,0.0033,0.4718,0.0044
32,44.35405,0:00:44,0.0045,0.6447,0.0060
34,44.31773,0:00:44,0.0046,0.6466,0.0060
36,44.95445,0:00:45,0.0046,0.6561,0.0061
38,44.30316,0:00:44,0.0046,0.6473,0.0060
40,45.58886,0:00:46,0.0047,0.6713,0.0062
42,45.35277,0:00:45,0.0047,0.6712,0.0062
44,44.05947,0:00:44,0.0046,0.6529,0.0061
46,45.28475,0:00:45,0.0048,0.6780,0.0063
48,42.81708,0:00:43,0.0045,0.6425,0.0060
