Treads|Time|Energy|CO2eq|travelled
2|NaN|NaN|NaN|NaN
2|0:09:34|0,0132|1,8644|0,0173
4|0:04:53|0,0074|1,0509|0,0098
6|0:03:25|0,0056|0,7975|0,0074
8|0:02:37|0,0047|0,6642|0,0062
10|0:03:45|0,0062|0,8804|0,0082
12|0:03:12|0,0056|0,7882|0,0073
14|0:02:47|0,0051|0,7223|0,0067
16|0:02:31|0,0048|0,6811|0,0063
