Treads,App,Time,TimeCT,Energy,CO2eq,travelled
2,PO,117692.117,0:01:58,0.0016,0.1591,0.0015
4,PO,64231.245,0:01:04,0.0011,0.1047,0.0010
6,PO,47611.557,0:00:48,0.0009,0.0856,0.0008
8,PO,40618.005,0:00:41,0.0008,0.0779,0.0007
10,PO,35972.787,0:00:36,0.0007,0.0728,0.0007
12,PO,34542.668,0:00:35,0.0007,0.0722,0.0007
14,PO,33678.624,0:00:34,0.0007,0.0722,0.0007
16,PO,33646.869,0:00:34,0.0007,0.0728,0.0007
18,PO,33406.961,0:00:33,0.0007,0.0735,0.0007
20,PO,32595.720,0:00:33,0.0007,0.0736,0.0007
22,PO,33682.319,0:00:34,0.0008,0.0773,0.0007
24,PO,33780.026,0:00:34,0.0008,0.0796,0.0007
26,PO,32351.730,0:00:32,0.0008,0.0786,0.0007
28,PO,32639.967,0:00:33,0.0008,0.0806,0.0007
30,PO,33432.024,0:00:33,0.0009,0.0845,0.0008
32,PO,33528.262,0:00:34,0.0009,0.0862,0.0008
34,PO,36197.993,0:00:36,0.0009,0.0914,0.0009
36,PO,34258.163,0:00:34,0.0009,0.0900,0.0008
38,PO,34674.043,0:00:35,0.0009,0.0920,0.0009
40,PO,35763.277,0:00:36,0.0010,0.0960,0.0009
42,PO,36301.461,0:00:36,0.0010,0.0971,0.0009
44,PO,48730.199,0:00:49,0.0012,0.1145,0.0011
46,PO,38327.766,0:00:38,0.0011,0.1045,0.0010
48,PO,38494.884,0:00:38,0.0010,0.1000,0.0009
50,PO,37993.107,0:00:38,0.0011,0.1052,0.0010
52,PO,36755.293,0:00:37,0.0010,0.1019,0.0009
54,PO,34838.485,0:00:35,0.0010,0.0994,0.0009
56,PO,37677.968,0:00:38,0.0011,0.1073,0.0010
58,PO,33509.915,0:00:34,0.0010,0.0974,0.0009
60,PO,35530.876,0:00:36,0.0010,0.1031,0.0010
62,PO,36559.421,0:00:37,0.0011,0.1052,0.0010
64,PO,33202.392,0:00:33,0.0010,0.0995,0.0009
66,PO,33815.032,0:00:34,0.0010,0.1000,0.0009
68,PO,33354.169,0:00:33,0.0010,0.0998,0.0009
70,PO,35000.914,0:00:35,0.0010,0.1028,0.0010
72,PO,34424.986,0:00:34,0.0010,0.1022,0.0010
74,PO,33852.856,0:00:34,0.0010,0.1020,0.0009
76,PO,34488.657,0:00:34,0.0011,0.1033,0.0010
78,PO,34197.258,0:00:34,0.0010,0.1029,0.0010
80,PO,31367.731,0:00:31,0.0010,0.0970,0.0009
82,PO,34753.077,0:00:35,0.0011,0.1049,0.0010
84,PO,35112.331,0:00:35,0.0011,0.1057,0.0010
86,PO,37890.655,0:00:38,0.0011,0.1131,0.0011
88,PO,35671.868,0:00:36,0.0011,0.1079,0.0010
