Treads,time_seconds,Time,Energy,CO2eq,travelled
1,243.36,0:04:03,0.0062,0.8811,0.0082
2,142.96,0:02:23,0.0038,0.5410,0.0050
3,98.70,0:01:39,0.0027,0.3885,0.0036
4,80.75,0:01:21,0.0023,0.3300,0.0031
5,68.93,0:01:09,0.0020,0.2874,0.0027
6,59.73,0:01:00,0.0018,0.2580,0.0024
7,53.29,0:00:53,0.0017,0.2364,0.0022
8,49.52,0:00:50,0.0016,0.2244,0.0021
9,70.05,0:01:10,0.0022,0.3067,0.0029
10,66.43,0:01:06,0.0021,0.2952,0.0027
11,64.16,0:01:04,0.0020,0.2899,0.0027
12,61.09,0:01:01,0.0020,0.2775,0.0026
13,59.70,0:01:00,0.0019,0.2759,0.0026
14,58.41,0:00:58,0.0019,0.2723,0.0025
15,57.76,0:00:58,0.0019,0.2703,0.0025
16,58.42,0:00:58,0.0019,0.2742,0.0026
