Threads,time_seconds,Time,Energy,CO2eq,travelled
2,455.70,0:07:39,0.0183,8.6886,0.0808
4,247.20,0:04:09,0.0110,5.2272,0.0486
6,179.92,0:03:01,0.0086,4.0716,0.0379
8,144.96,0:02:26,0.0073,3.4465,0.0321
10,121.66,0:02:03,0.0064,3.0513,0.0284
12,108.65,0:01:50,0.0061,2.8805,0.0268
14,95.09,0:01:36,0.0056,2.6817,0.0249
16,83.86,0:01:25,0.0053,2.5271,0.0235
18,77.23,0:01:18,0.0051,2.4409,0.0227
20,71.18,0:01:12,0.0050,2.3618,0.0220
22,70.43,0:01:11,0.0050,2.3831,0.0222
24,59.55,0:01:00,0.0047,2.2214,0.0207
26,59.96,0:01:01,0.0047,2.2365,0.0208
28,55.11,0:00:56,0.0045,2.1531,0.0200
30,53.54,0:00:54,0.0045,2.1140,0.0197
32,47.64,0:00:48,0.0042,2.0124,0.0187
34,46.96,0:00:47,0.0042,2.0094,0.0187
36,45.06,0:00:45,0.0041,1.9703,0.0183
38,41.55,0:00:42,0.0040,1.9064,0.0177
40,38.12,0:00:38,0.0039,1.8654,0.0174
42,37.78,0:00:38,0.0039,1.8704,0.0174
44,38.00,0:00:38,0.0040,1.8987,0.0177
46,47.52,0:00:48,0.0044,2.0689,0.0192
48,48.19,0:00:49,0.0043,2.0613,0.0192
50,48.30,0:00:49,0.0044,2.0671,0.0192
52,48.37,0:00:49,0.0044,2.0827,0.0194
54,42.71,0:00:43,0.0042,1.9776,0.0184
56,42.35,0:00:43,0.0042,1.9749,0.0184
58,38.46,0:00:39,0.0040,1.9122,0.0178
60,38.66,0:00:39,0.0040,1.9149,0.0178
62,39.16,0:00:40,0.0041,1.9252,0.0179
64,39.81,0:00:40,0.0041,1.9297,0.0180
66,40.87,0:00:41,0.0041,1.9470,0.0181
68,41.11,0:00:42,0.0041,1.9685,0.0183
70,40.61,0:00:41,0.0041,1.9599,0.0182
72,39.65,0:00:40,0.0041,1.9420,0.0181
74,39.20,0:00:40,0.0041,1.9393,0.0180
76,38.61,0:00:39,0.0041,1.9419,0.0181
78,37.67,0:00:38,0.0041,1.9309,0.0180
80,32.14,0:00:32,0.0037,1.7793,0.0166
82,32.08,0:00:32,0.0038,1.7958,0.0167
84,32.19,0:00:33,0.0038,1.7979,0.0167
86,32.84,0:00:33,0.0039,1.8371,0.0171
88,32.54,0:00:33,0.0038,1.8131,0.0169
