Treads|Time|Energy|CO2eq|travelled
2|0:07:40|0,0182|8,6251|0,0802
4|0:04:12|0,0111|5,2613|0,0489
6|0:03:02|0,0086|4,0800|0,0380
8|0:02:26|0,0072|3,4275|0,0319
10|0:02:03|0,0065|3,0648|0,0285
12|0:01:48|0,0060|2,8551|0,0266
14|0:01:36|0,0057|2,6941|0,0251
16|0:01:25|0,0053|2,5327|0,0236
18|0:01:17|0,0051|2,4282|0,0226
20|0:01:12|0,0049|2,3473|0,0218
22|0:01:11|0,0050|2,3683|0,0220
24|0:01:04|0,0048|2,2903|0,0213
26|0:00:59|0,0047|2,2144|0,0206
28|0:00:56|0,0045|2,1289|0,0198
30|0:00:51|0,0043|2,0546|0,0191
32|0:00:47|0,0042|1,9861|0,0185
34|0:00:47|0,0042|1,9870|0,0185
36|0:00:46|0,0042|1,9826|0,0184
38|0:00:42|0,0040|1,8824|0,0175
40|0:00:39|0,0039|1,8721|0,0174
42|0:00:38|0,0039|1,8704|0,0174
44|0:00:38|0,0040|1,8824|0,0175
46|0:00:48|0,0044|2,0721|0,0193
48|0:00:48|0,0044|2,0695|0,0193
50|0:00:49|0,0043|2,0605|0,0192
52|0:00:49|0,0044|2,0934|0,0195
54|0:00:43|0,0042|1,9914|0,0185
56|0:00:43|0,0042|1,9967|0,0186
58|0:00:39|0,0040|1,9200|0,0179
60|0:00:39|0,0041|1,9325|0,0180
62|0:00:40|0,0041|1,9430|0,0181
64|0:00:40|0,0041|1,9315|0,0180
66|0:00:41|0,0041|1,9499|0,0181
68|0:00:41|0,0041|1,9560|0,0182
70|0:00:41|0,0041|1,9564|0,0182
72|0:00:40|0,0041|1,9484|0,0181
74|0:00:39|0,0041|1,9381|0,0180
76|0:00:39|0,0041|1,9407|0,0181
78|0:00:38|0,0041|1,9413|0,0181
80|0:00:33|0,0038|1,7972|0,0167
82|0:00:32|0,0038|1,7934|0,0167
84|0:00:33|0,0038|1,8267|0,0170
86|0:00:32|0,0038|1,8024|0,0168
88|0:00:32|0,0038|1,7939|0,0167
