Threads,time_seconds,Time,Energy,CO2eq,travelled
2,454.37,0:07:38,0.0181,8.6170,0.0802
4,248.92,0:04:11,0.0110,5.2385,0.0487
6,179.45,0:03:01,0.0086,4.0729,0.0379
8,144.02,0:02:25,0.0072,3.4365,0.0320
10,120.65,0:02:02,0.0064,3.0392,0.0283
12,107.60,0:01:49,0.0060,2.8651,0.0267
14,96.34,0:01:37,0.0057,2.7177,0.0253
16,81.83,0:01:23,0.0052,2.4806,0.0231
18,76.46,0:01:17,0.0051,2.4287,0.0226
20,71.64,0:01:12,0.0050,2.3803,0.0221
22,71.08,0:01:12,0.0050,2.3967,0.0223
24,63.65,0:01:04,0.0049,2.3124,0.0215
26,58.46,0:00:59,0.0046,2.2018,0.0205
28,55.50,0:00:56,0.0045,2.1483,0.0200
30,52.28,0:00:53,0.0044,2.0873,0.0194
32,47.37,0:00:48,0.0042,1.9986,0.0186
34,46.69,0:00:47,0.0042,1.9957,0.0186
36,42.38,0:00:43,0.0040,1.8902,0.0176
38,41.14,0:00:42,0.0040,1.8953,0.0176
40,37.76,0:00:38,0.0039,1.8471,0.0172
42,37.95,0:00:38,0.0039,1.8644,0.0173
44,37.73,0:00:38,0.0040,1.8796,0.0175
46,47.56,0:00:48,0.0044,2.0701,0.0193
48,47.94,0:00:48,0.0043,2.0600,0.0192
50,48.42,0:00:49,0.0044,2.0674,0.0192
52,48.65,0:00:49,0.0044,2.0783,0.0193
54,42.70,0:00:43,0.0042,1.9770,0.0184
56,42.35,0:00:43,0.0042,1.9729,0.0184
58,38.28,0:00:39,0.0040,1.9047,0.0177
60,38.51,0:00:39,0.0040,1.9128,0.0178
62,39.19,0:00:40,0.0040,1.9223,0.0179
64,39.85,0:00:40,0.0041,1.9334,0.0180
66,40.94,0:00:41,0.0041,1.9446,0.0181
68,40.80,0:00:41,0.0041,1.9452,0.0181
70,40.70,0:00:41,0.0041,1.9568,0.0182
72,40.01,0:00:40,0.0041,1.9540,0.0182
74,38.77,0:00:39,0.0041,1.9268,0.0179
76,38.79,0:00:39,0.0041,1.9461,0.0181
78,37.63,0:00:38,0.0040,1.9180,0.0178
80,32.12,0:00:32,0.0038,1.7836,0.0166
82,31.94,0:00:32,0.0038,1.7941,0.0167
84,32.31,0:00:33,0.0038,1.8118,0.0169
86,32.13,0:00:32,0.0038,1.8044,0.0168
88,32.30,0:00:33,0.0038,1.8077,0.0168
