Treads,time_seconds,Time,Energy,CO2eq,travelled
2,252.28,0:04:14,0.0101,4.7912,0.0446
4,144.02,0:02:25,0.0064,3.0304,0.0282
6,108.74,0:01:49,0.0052,2.4575,0.0229
8,92.92,0:01:33,0.0046,2.1955,0.0204
10,81.02,0:01:22,0.0042,2.0184,0.0188
12,73.93,0:01:14,0.0041,1.9416,0.0181
14,68.28,0:01:09,0.0040,1.8865,0.0175
16,64.19,0:01:05,0.0039,1.8592,0.0173
18,60.51,0:01:01,0.0038,1.8245,0.0170
20,57.98,0:00:58,0.0038,1.8243,0.0170
22,55.85,0:00:56,0.0038,1.8262,0.0170
24,48.63,0:00:49,0.0036,1.7286,0.0161
26,45.22,0:00:46,0.0035,1.6653,0.0155
28,41.26,0:00:42,0.0033,1.5835,0.0147
30,39.02,0:00:39,0.0032,1.5311,0.0142
32,35.15,0:00:35,0.0030,1.4298,0.0133
34,33.46,0:00:34,0.0029,1.3891,0.0129
36,30.90,0:00:31,0.0028,1.3401,0.0125
38,29.42,0:00:30,0.0026,1.2436,0.0116
40,28.31,0:00:29,0.0027,1.3058,0.0121
42,27.39,0:00:28,0.0027,1.3002,0.0121
44,26.55,0:00:27,0.0027,1.2952,0.0120
46,33.43,0:00:34,0.0032,1.5429,0.0144
48,32.70,0:00:33,0.0032,1.5251,0.0142
50,32.74,0:00:33,0.0032,1.5198,0.0141
52,32.28,0:00:33,0.0032,1.5112,0.0141
54,32.40,0:00:33,0.0032,1.5186,0.0141
56,32.22,0:00:32,0.0032,1.5201,0.0141
58,31.51,0:00:32,0.0031,1.4925,0.0139
60,31.20,0:00:31,0.0032,1.4965,0.0139
62,31.63,0:00:32,0.0032,1.5197,0.0141
64,31.51,0:00:32,0.0032,1.5241,0.0142
66,32.07,0:00:32,0.0033,1.5510,0.0144
68,30.47,0:00:31,0.0031,1.4924,0.0139
70,30.01,0:00:30,0.0031,1.4853,0.0138
72,29.28,0:00:30,0.0031,1.4541,0.0135
74,29.01,0:00:29,0.0030,1.4424,0.0134
76,27.80,0:00:28,0.0030,1.4075,0.0131
78,27.68,0:00:28,0.0030,1.4029,0.0131
80,26.34,0:00:27,0.0028,1.3506,0.0126
82,26.59,0:00:27,0.0029,1.3618,0.0127
84,26.40,0:00:27,0.0029,1.3559,0.0126
86,26.43,0:00:27,0.0029,1.3629,0.0127
88,25.24,0:00:25,0.0028,1.3091,0.0122
