Treads,time_seconds,Time,Energy,CO2eq,travelled
2,253.56,0:04:15,0.0101,4.7996,0.0446
4,143.40,0:02:24,0.0063,3.0158,0.0281
6,109.21,0:01:50,0.0052,2.4628,0.0229
8,92.09,0:01:33,0.0046,2.1719,0.0202
10,81.54,0:01:22,0.0042,2.0172,0.0188
12,73.65,0:01:14,0.0041,1.9295,0.0179
14,68.40,0:01:09,0.0040,1.8877,0.0176
16,64.18,0:01:05,0.0039,1.8611,0.0173
18,60.62,0:01:01,0.0039,1.8335,0.0171
20,58.20,0:00:59,0.0039,1.8341,0.0171
22,56.00,0:00:56,0.0039,1.8370,0.0171
24,49.23,0:00:50,0.0037,1.7503,0.0163
26,45.45,0:00:46,0.0035,1.6746,0.0156
28,41.32,0:00:42,0.0033,1.5825,0.0147
30,38.45,0:00:39,0.0032,1.5116,0.0141
32,35.88,0:00:36,0.0031,1.4499,0.0135
34,32.37,0:00:33,0.0029,1.3631,0.0127
36,30.54,0:00:31,0.0028,1.3284,0.0124
38,29.72,0:00:30,0.0028,1.3275,0.0123
40,28.38,0:00:29,0.0028,1.3091,0.0122
42,26.84,0:00:27,0.0027,1.2801,0.0119
44,26.27,0:00:26,0.0027,1.2848,0.0120
46,32.76,0:00:33,0.0032,1.5159,0.0141
48,32.40,0:00:33,0.0032,1.5142,0.0141
50,32.65,0:00:33,0.0032,1.5163,0.0141
52,33.11,0:00:33,0.0033,1.5477,0.0144
54,32.51,0:00:33,0.0032,1.5274,0.0142
56,31.52,0:00:32,0.0032,1.4974,0.0139
58,32.14,0:00:32,0.0032,1.5302,0.0142
60,32.04,0:00:32,0.0032,1.5291,0.0142
62,31.62,0:00:32,0.0032,1.5171,0.0141
64,31.73,0:00:32,0.0032,1.5319,0.0143
66,31.53,0:00:32,0.0032,1.5272,0.0142
68,31.05,0:00:31,0.0032,1.5156,0.0141
70,29.73,0:00:30,0.0031,1.4706,0.0137
72,28.42,0:00:29,0.0030,1.4212,0.0132
74,28.71,0:00:29,0.0030,1.4336,0.0133
76,28.63,0:00:29,0.0030,1.4368,0.0134
78,27.46,0:00:28,0.0029,1.3912,0.0129
80,27.25,0:00:27,0.0029,1.3859,0.0129
82,26.26,0:00:26,0.0028,1.3473,0.0125
84,26.49,0:00:27,0.0029,1.3641,0.0127
86,26.03,0:00:26,0.0028,1.3507,0.0126
88,25.10,0:00:25,0.0027,1.3023,0.0121
