Treads,time_seconds,Time,Energy,CO2eq,travelled
2,250.61,0:04:12,0.0101,1.4248,0.0133
4,143.34,0:02:24,0.0064,0.9003,0.0084
6,109.01,0:01:50,0.0052,0.7352,0.0068
8,92.18,0:01:33,0.0046,0.6515,0.0061
10,81.09,0:01:22,0.0042,0.6013,0.0056
12,73.65,0:01:14,0.0041,0.5779,0.0054
14,67.80,0:01:08,0.0040,0.5621,0.0052
16,63.64,0:01:04,0.0039,0.5536,0.0051
18,60.40,0:01:04,0.0040,0.5736,0.0053
20,58.08,0:00:58,0.0039,0.5467,0.0051
22,55.86,0:00:56,0.0039,0.5495,0.0051
24,49.83,0:00:50,0.0037,0.5287,0.0049
26,44.54,0:00:45,0.0035,0.4924,0.0046
28,41.64,0:00:42,0.0034,0.4756,0.0044
30,38.22,0:00:38,0.0032,0.4496,0.0042
32,35.78,0:00:36,0.0030,0.4314,0.0040
34,33.33,0:00:34,0.0029,0.4151,0.0039
36,31.09,0:00:31,0.0028,0.4029,0.0037
38,29.98,0:00:30,0.0028,0.3998,0.0037
40,28.37,0:00:29,0.0028,0.3910,0.0036
42,27.04,0:00:27,0.0027,0.3847,0.0036
44,27.19,0:00:27,0.0028,0.3949,0.0037
46,32.77,0:00:33,0.0032,0.4521,0.0042
48,32.29,0:00:33,0.0032,0.4502,0.0042
50,32.53,0:00:33,0.0032,0.4508,0.0042
52,32.09,0:00:32,0.0032,0.4504,0.0042
54,31.54,0:00:32,0.0031,0.4439,0.0041
56,31.74,0:00:32,0.0032,0.4485,0.0042
58,31.10,0:00:31,0.0031,0.4440,0.0041
60,31.25,0:00:31,0.0032,0.4481,0.0042
62,32.42,0:00:33,0.0033,0.4654,0.0043
64,31.31,0:00:32,0.0032,0.4535,0.0042
66,31.80,0:00:32,0.0033,0.4612,0.0043
68,31.01,0:00:31,0.0032,0.4535,0.0042
70,29.43,0:00:30,0.0031,0.4355,0.0041
72,28.51,0:00:29,0.0030,0.4264,0.0040
74,28.17,0:00:28,0.0030,0.4230,0.0039
76,27.57,0:00:28,0.0029,0.4173,0.0039
78,27.58,0:00:28,0.0029,0.4180,0.0039
80,26.48,0:00:27,0.0029,0.4055,0.0038
82,26.64,0:00:27,0.0029,0.4090,0.0038
84,26.27,0:00:27,0.0029,0.4046,0.0038
86,26.22,0:00:26,0.0029,0.4050,0.0038
88,25.13,0:00:25,0.0027,0.3896,0.0036
