Treads|Execution Time|Time|Energy|CO2eq|travelled
2|61,33640|0:01:01|0,0026|1,2337|0,0115
4|33,37859|0:00:33|0,0016|0,7611|0,0071
6|26,88682|0:00:27|0,0014|0,6604|0,0061
8|20,06205|0:00:20|0,0011|0,5172|0,0048
10|19,74874|0:00:20|0,0011|0,5182|0,0048
12|18,10769|0:00:18|0,0011|0,5084|0,0047
14|17,47457|0:00:17|0,0011|0,5057|0,0047
16|17,52769|0:00:18|0,0011|0,5214|0,0049
18|18,38073|0:00:18|0,0012|0,5541|0,0052
20|18,97869|0:00:19|0,0012|0,5755|0,0054
22|18,33205|0:00:18|0,0012|0,5728|0,0053
24|17,30722|0:00:17|0,0012|0,5595|0,0052
26|17,24475|0:00:17|0,0012|0,5680|0,0053
28|17,18204|0:00:17|0,0012|0,5787|0,0054
30|17,69680|0:00:18|0,0013|0,5990|0,0056
32|17,54089|0:00:18|0,0013|0,6061|0,0056
34|18,84837|0:00:19|0,0013|0,6279|0,0058
36|18,85142|0:00:19|0,0014|0,6726|0,0063
38|18,48177|0:00:19|0,0014|0,6494|0,0060
40|19,12103|0:00:19|0,0014|0,6772|0,0063
42|18,78856|0:00:19|0,0014|0,6801|0,0063
44|19,70084|0:00:20|0,0014|0,6872|0,0064
46|20,05889|0:00:20|0,0015|0,7090|0,0066
48|19,96192|0:00:20|0,0015|0,7198|0,0067
50|19,17356|0:00:19|0,0015|0,7237|0,0067
52|19,43641|0:00:19|0,0015|0,7135|0,0066
54|19,18961|0:00:19|0,0015|0,7103|0,0066
56|17,87191|0:00:18|0,0015|0,6975|0,0065
58|18,03040|0:00:18|0,0015|0,6997|0,0065
60|16,94862|0:00:17|0,0014|0,6860|0,0064
62|16,77407|0:00:17|0,0014|0,6795|0,0063
64|17,85104|0:00:18|0,0015|0,7289|0,0068
66|16,80588|0:00:17|0,0015|0,7052|0,0066
68|17,71508|0:00:18|0,0015|0,7251|0,0067
70|17,67390|0:00:18|0,0015|0,7158|0,0067
72|16,41559|0:00:16|0,0015|0,6923|0,0064
74|17,62036|0:00:18|0,0015|0,7357|0,0068
76|17,07560|0:00:17|0,0015|0,7216|0,0067
78|17,77359|0:00:18|0,0016|0,7435|0,0069
80|16,73918|0:00:17|0,0015|0,7047|0,0066
82|16,98009|0:00:17|0,0015|0,7211|0,0067
84|17,09825|0:00:17|0,0015|0,7249|0,0067
86|17,29039|0:00:17|0,0016|0,7407|0,0069
88|15,31123|0:00:15|0,0014|0,6582|0,0061
