Threads,time_seconds,Time,Energy,CO2eq,travelled
2,250.68,0:04:12,0.0100,4.7717,0.0444
4,143.95,0:02:25,0.0064,3.0272,0.0282
6,109.51,0:01:50,0.0052,2.4631,0.0229
8,92.79,0:01:33,0.0046,2.1903,0.0204
10,81.75,0:01:22,0.0042,2.0153,0.0187
12,73.31,0:01:14,0.0041,1.9251,0.0179
14,68.42,0:01:09,0.0040,1.8928,0.0176
16,63.71,0:01:04,0.0039,1.8506,0.0172
18,60.00,0:01:00,0.0038,1.8200,0.0169
20,57.98,0:00:58,0.0039,1.8328,0.0170
22,55.57,0:00:56,0.0038,1.7918,0.0167
24,50.25,0:00:51,0.0037,1.7766,0.0165
26,45.38,0:00:46,0.0035,1.6682,0.0155
28,40.74,0:00:41,0.0033,1.5646,0.0146
30,38.00,0:00:38,0.0032,1.4979,0.0139
32,35.88,0:00:36,0.0031,1.4496,0.0135
34,32.88,0:00:33,0.0029,1.3762,0.0128
36,31.13,0:00:31,0.0028,1.3507,0.0126
38,29.41,0:00:30,0.0028,1.3158,0.0122
40,28.37,0:00:29,0.0027,1.3055,0.0121
42,26.89,0:00:27,0.0027,1.2820,0.0119
44,26.44,0:00:27,0.0027,1.2914,0.0120
46,33.59,0:00:34,0.0033,1.5489,0.0144
48,32.57,0:00:33,0.0032,1.5223,0.0142
50,32.68,0:00:33,0.0032,1.5208,0.0141
52,31.82,0:00:32,0.0032,1.4995,0.0139
54,31.53,0:00:32,0.0031,1.4896,0.0139
56,32.91,0:00:33,0.0033,1.5569,0.0145
58,31.86,0:00:32,0.0032,1.5238,0.0142
60,30.86,0:00:31,0.0031,1.4863,0.0138
62,31.66,0:00:32,0.0032,1.5283,0.0142
64,31.26,0:00:32,0.0032,1.5181,0.0141
66,31.39,0:00:32,0.0032,1.5260,0.0142
68,29.74,0:00:30,0.0031,1.4690,0.0137
70,29.03,0:00:29,0.0030,1.4486,0.0135
72,29.25,0:00:29,0.0031,1.4643,0.0136
74,27.95,0:00:28,0.0030,1.4151,0.0132
76,27.77,0:00:28,0.0030,1.4117,0.0131
78,27.58,0:00:28,0.0030,1.4013,0.0130
80,26.25,0:00:26,0.0028,1.3527,0.0126
82,26.79,0:00:27,0.0029,1.3809,0.0128
84,26.24,0:00:26,0.0029,1.3584,0.0126
86,26.23,0:00:26,0.0029,1.3627,0.0127
88,25.69,0:00:26,0.0028,1.3317,0.0124
