Threads,time_seconds,Time,Energy,CO2eq,travelled
2,62.76784,0:01:03,0.0027,1.2608,0.0117
4,34.74505,0:00:35,0.0017,0.7994,0.0074
6,23.88149,0:00:24,0.0013,0.5941,0.0055
8,20.59274,0:00:21,0.0011,0.5302,0.0049
10,18.81867,0:00:19,0.0011,0.5065,0.0047
12,17.57856,0:00:18,0.0010,0.4927,0.0046
14,17.29823,0:00:17,0.0011,0.5006,0.0047
16,18.14710,0:00:18,0.0011,0.5273,0.0049
18,17.74876,0:00:18,0.0011,0.5354,0.0050
20,17.89548,0:00:18,0.0012,0.5502,0.0051
22,17.77747,0:00:18,0.0012,0.5678,0.0053
24,17.71997,0:00:18,0.0012,0.5723,0.0053
26,16.81755,0:00:17,0.0012,0.5574,0.0052
28,17.51449,0:00:18,0.0012,0.5824,0.0054
30,17.58683,0:00:18,0.0013,0.6010,0.0056
32,18.60322,0:00:19,0.0013,0.6228,0.0058
34,18.48752,0:00:18,0.0013,0.6391,0.0059
36,19.17661,0:00:19,0.0014,0.6813,0.0063
38,18.81172,0:00:19,0.0014,0.6609,0.0061
40,18.86178,0:00:19,0.0014,0.6640,0.0062
42,19.25232,0:00:19,0.0014,0.6826,0.0063
44,19.67581,0:00:20,0.0015,0.7012,0.0065
46,20.25301,0:00:20,0.0015,0.7316,0.0068
48,19.74118,0:00:20,0.0015,0.7173,0.0067
50,19.74697,0:00:20,0.0015,0.7131,0.0066
52,19.46402,0:00:19,0.0015,0.7104,0.0066
54,19.21266,0:00:19,0.0015,0.7056,0.0066
56,18.79076,0:00:19,0.0015,0.7193,0.0067
58,17.57845,0:00:18,0.0015,0.7028,0.0065
60,18.72442,0:00:19,0.0015,0.7218,0.0067
62,17.85491,0:00:18,0.0015,0.7122,0.0066
64,17.78726,0:00:18,0.0015,0.7196,0.0067
66,17.35980,0:00:17,0.0015,0.7201,0.0067
68,18.57138,0:00:19,0.0016,0.7476,0.0070
70,17.57222,0:00:18,0.0015,0.7217,0.0067
72,16.62016,0:00:17,0.0014,0.6832,0.0064
74,16.54009,0:00:17,0.0014,0.6869,0.0064
76,16.00850,0:00:16,0.0014,0.6766,0.0063
78,17.21577,0:00:17,0.0015,0.7234,0.0067
80,17.13543,0:00:17,0.0015,0.7290,0.0068
82,17.46139,0:00:17,0.0016,0.7430,0.0069
84,17.17932,0:00:17,0.0015,0.7358,0.0068
86,17.26065,0:00:17,0.0015,0.7252,0.0067
88,16.99679,0:00:17,0.0015,0.7298,0.0068
