Treads,time_seconds,Time,Energy,CO2eq,travelled
2,89.60,0:01:38,0.0040,1.9054,0.0177
4,48.55,0:00:53,0.0024,1.1461,0.0107
6,34.91,0:00:38,0.0019,0.8919,0.0083
8,28.20,0:00:31,0.0016,0.7468,0.0069
10,23.64,0:00:26,0.0014,0.6666,0.0062
12,20.62,0:00:22,0.0013,0.6001,0.0056
14,18.49,0:00:20,0.0012,0.5810,0.0054
16,16.69,0:00:18,0.0012,0.5548,0.0052
18,15.85,0:00:17,0.0012,0.5576,0.0052
20,14.95,0:00:16,0.0012,0.5566,0.0052
22,14.76,0:00:16,0.0012,0.5548,0.0052
24,13.54,0:00:15,0.0012,0.5572,0.0052
26,12.50,0:00:14,0.0011,0.5265,0.0049
28,11.69,0:00:13,0.0011,0.5117,0.0048
30,10.93,0:00:12,0.0010,0.4667,0.0043
32,10.18,0:00:11,0.0010,0.4515,0.0042
34,9.69,0:00:11,0.0009,0.4375,0.0041
36,9.17,0:00:10,0.0009,0.4228,0.0039
38,8.88,0:00:10,0.0009,0.4203,0.0039
40,8.33,0:00:09,0.0009,0.4195,0.0039
42,7.96,0:00:09,0.0009,0.4140,0.0039
44,7.63,0:00:08,0.0009,0.4163,0.0039
46,10.33,0:00:11,0.0010,0.4793,0.0045
48,9.96,0:00:11,0.0010,0.4700,0.0044
50,10.14,0:00:11,0.0010,0.4742,0.0044
52,9.73,0:00:11,0.0010,0.4678,0.0044
54,10.02,0:00:11,0.0010,0.4799,0.0045
56,10.05,0:00:11,0.0010,0.4755,0.0044
58,9.80,0:00:11,0.0010,0.4820,0.0045
60,9.80,0:00:11,0.0010,0.4754,0.0044
62,10.10,0:00:11,0.0010,0.4897,0.0046
64,10.34,0:00:11,0.0011,0.5149,0.0048
66,10.37,0:00:11,0.0011,0.5177,0.0048
68,10.14,0:00:11,0.0011,0.5134,0.0048
70,10.16,0:00:11,0.0011,0.5065,0.0047
72,9.80,0:00:11,0.0010,0.4974,0.0046
74,9.47,0:00:10,0.0010,0.4909,0.0046
76,9.14,0:00:10,0.0010,0.4908,0.0046
78,8.79,0:00:10,0.0010,0.4835,0.0045
80,8.78,0:00:09,0.0010,0.4805,0.0045
82,8.75,0:00:09,0.0010,0.4804,0.0045
84,8.48,0:00:09,0.0010,0.4689,0.0044
86,8.19,0:00:09,0.0010,0.4836,0.0045
88,8.21,0:00:09,0.0010,0.4864,0.0045
